99.402,98.405,590.43,2361.7,2361.7,715.88,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,705.62,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,695.49,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,685.47,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,675.57,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,665.79,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,656.14,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,646.61,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,637.21,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,627.94,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,618.8,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,609.8,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,600.93,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,592.22,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,583.64,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,575.22,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,566.96,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,558.87,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,550.95,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,543.2,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,535.65,101.89,99.402
99.402,98.405,590.43,2361.7,2361.7,528.29,101.89,99.402
